id,s_kingdom,s_class,name,s_current_listing,s_english_name1,s_english_name2,s_type,s_order,s_family
ecites_species_2144,Animalia,Aves,Penelopides exarhatus,II,"Celebes Hornbill, Celebes Tarictic Hornbill, Sulawesi Dwarf Hornbill, Sulawesi Hornbill, Sulawesi Tarictic Hornbill",Verreaux's Sifaka,Fauna,,
ecites_species_2145,Animalia,Aves,Penelopides panini,II,"Panay Tarictic Hornbill, Tarictic Hornbill, Visayan Hornbill",Masked Shining-Parrot,Fauna,,
ecites_species_2146,Animalia,Aves,Penelopina nigra,III,"Black Chachalaca, Black Pajuil, Black Penelopina, Highland Guan, Little Guan",Crimson Shining-Parrot,Fauna,,
ecites_species_2147,Animalia,Mammalia,Perameles bougainville,I,"Barred Bandicoot, Long-nosed Bandicoot, Marl, Western Barred Bandicoot",Red Shining-Parrot,Fauna,,
ecites_species_2148,Animalia,Aves,Pernis apivorus,II,"European Honey-buzzard, Honey Buzzard",Aardwolf,Fauna,,
ecites_species_2149,Animalia,Aves,Pernis celebensis,II,Barred Honey-buzzard,Geometric Tortoise,Fauna,,
ecites_species_2150,Animalia,Aves,Pernis ptilorhynchus,II,Oriental Honey-buzzard,"African Serrated Tortoise, Kuhl's Tortoise, Serrated Star Tortoise, Serrated Tent Tortoise, Toothed Cape Tortoise",Fauna,,
ecites_species_2151,Animalia,Mammalia,Perodicticus potto,II,"Potto, Potto Gibbon","African Tent Tortoise, South African Tent Tortoise",Fauna,,
ecites_species_2152,Animalia,Aves,Pezoporus occidentalis,I,Night Parrot,Golden-shouldered Parrot,Fauna,,
ecites_species_2153,Animalia,Aves,Pezoporus wallicus,I,"Ground Parakeet, Ground Parrot, Swamp Parakeet",Hooded Parrot,Fauna,,
ecites_species_2154,Animalia,Aves,Phaethornis anthophilus,II,Pale-bellied Hermit,"Beautiful Parakeet, Paradise Parrot",Fauna,,
ecites_species_2155,Animalia,Aves,Phaethornis atrimentalis,II,Black-throated Hermit,"Many-coloured Parakeet, Mulga Parrot",Fauna,,
ecites_species_2156,Animalia,Aves,Phaethornis augusti,II,Sooty-capped Hermit,"Western Short-necked Turtle, Western Swamp Turtle",Fauna,,
ecites_species_2157,Animalia,Aves,Phaethornis bourcieri,II,Straight-billed Hermit,Dusky Lory,Fauna,,
ecites_species_2158,Animalia,Aves,Phaethornis eurynome,II,Scale-throated Hermit,White-eyed River-martin,Fauna,,
ecites_species_2159,Animalia,Aves,Phaethornis griseogularis,II,"Grey-chinned Hermit, Porculla Hermit","Lang's Crag Lizard, Lang's Girdled Lizard",Fauna,,
ecites_species_2160,Animalia,Aves,Phaethornis guy,II,Green Hermit,Highveld Crag Lizard,Fauna,,
ecites_species_2161,Animalia,Aves,Phaethornis hispidus,II,White-bearded Hermit,"Eastern Cape Crag Lizard, Western Cape Crag Lizard",Fauna,,
ecites_species_2162,Animalia,Aves,Phaethornis idaliae,II,"Minute Hermit, Obscure Hermit","Prickly Girdled Lizard, Spiny Crag Lizard",Fauna,,
ecites_species_2163,Animalia,Aves,Phaethornis koepckeae,II,Koepcke's Hermit,Drakensberg Crag Lizard,Fauna,,
ecites_species_2164,Animalia,Aves,Phaethornis longirostris,II,Western Long-tailed Hermit,Northern Crag Lizard,Fauna,,
ecites_species_2165,Animalia,Aves,Phaethornis longuemareus,II,Little Hermit,Bharal,Fauna,,
ecites_species_2166,Animalia,Aves,Phaethornis malaris,II,"Great-billed Hermit, Margaretta's Hermit",Shark Bay Mouse,Fauna,,
ecites_species_2167,Animalia,Aves,Phaethornis nattereri,II,Cinnamon-throated Hermit,"False Potto, Martin's Potto",Fauna,,
ecites_species_2168,Animalia,Aves,Phaethornis philippii,II,Needle-billed Hermit,"Saola, Vu Quang Ox",Fauna,,
ecites_species_2169,Animalia,Aves,Phaethornis pretrei,II,Planalto Hermit,Striped Owl,Fauna,,
ecites_species_2170,Animalia,Aves,Phaethornis ruber,II,Reddish Hermit,Jamaican Owl,Fauna,,
ecites_species_2171,Animalia,Aves,Phaethornis rupurumii,II,Streak-throated Hermit,"Golden-fronted Parakeet, Mountain Parakeet",Fauna,,
ecites_species_2172,Animalia,Aves,Phaethornis squalidus,II,Dusky-throated Hermit,"Grey-hooded Parakeet, Sierra Parakeet",Fauna,,
ecites_species_2173,Animalia,Aves,Phaethornis striigularis,II,Stripe-throated Hermit,Brehm's Tiger-Parrot,Fauna,,
ecites_species_2174,Animalia,Aves,Phaethornis stuarti,II,White-browed Hermit,Madarasz's Tiger-Parrot,Fauna,,
ecites_species_2175,Animalia,Aves,Phaethornis subochraceus,II,Buff-bellied Hermit,Modest Tiger-Parrot,Fauna,,
ecites_species_2176,Animalia,Aves,Phaethornis superciliosus,II,"Eastern Long-tailed Hermit, Long-tailed Hermit",Painted Tiger-Parrot,Fauna,,
ecites_species_2177,Animalia,Aves,Phaethornis syrmatophorus,II,Tawny-bellied Hermit,"Moustached Parakeet, Red-breasted Parakeet",Fauna,,
ecites_species_2178,Animalia,Aves,Phaethornis yaruqui,II,White-whiskered Hermit,"Emerald-collared Parakeet, Layard's Parakeet",Fauna,,
ecites_species_2179,Animalia,Mammalia,Phalanger intercastellanus,II,"Eastern Common Cuscus, Southern Common Cuscus","Blyth's Parakeet, Nicobar Parakeet",Fauna,,
ecites_species_2180,Animalia,Mammalia,Phalanger mimicus,II,"Cryptic Cuscus, Southern Common Cuscus",Malabar Parakeet,Fauna,,
ecites_species_2181,Animalia,Mammalia,Phalanger orientalis,II,"Common Cuscus, Common Phalanger, Grey Cuscus, Northern Common Cuscus",Plum-headed Parakeet,Fauna,,
ecites_species_2182,Animalia,Aves,Phalcoboenus albogularis,II,White-throated Caracara,Derbyan Parakeet,Fauna,,
ecites_species_2183,Animalia,Aves,Phalcoboenus australis,II,"Forster's Caracara, Striated Caracara","Mauritius Parakeet, Mauritius Ring-necked Parakeet",Fauna,,
ecites_species_2184,Animalia,Aves,Phalcoboenus carunculatus,II,Carunculated Caracara,Alexandrine Parakeet,Fauna,,
ecites_species_2185,Animalia,Aves,Phalcoboenus megalopterus,II,Mountain Caracara,Grey-headed Parakeet,Fauna,,
ecites_species_2186,Animalia,Mammalia,Phaner electromontis,I,Amber Mountain Fork-marked Lemur,Slaty-headed Parakeet,Fauna,,
ecites_species_2187,Animalia,Mammalia,Phaner furcifer,I,"Fork-marked Lemur, Fork-marked Mouse-lemur","Intermediate Parakeet, Rothschild's Parakeet",Fauna,,
ecites_species_2188,Animalia,Mammalia,Phaner pallescens,I,Pale Fork-marked Lemur,"Ring-necked Parakeet, Rose-ringed Parakeet",Fauna,,
ecites_species_2189,Animalia,Mammalia,Phaner parienti,I,Pariente's Fork-marked Lemur,"Long-tailed Parakeet, Pink-cheeked Parakeet",Fauna,,
ecites_species_2190,Animalia,Aves,Pharomachrus mocinno,I,"Magnificent Quetzal, Resplendent Quetzal",Blossom-headed Parakeet,Fauna,,
ecites_species_2191,Animalia,Reptilia,Phelsuma abbotti,II,"Abbott's Day Gecko, Aldabra Day Gecko, Seychelles Day Gecko","Desmarest's Fig-Parrot, Golden-headed Fig-Parrot, Large Fig-Parrot",Fauna,,
ecites_species_2192,Animalia,Reptilia,Phelsuma andamanense,II,Andaman Day Gecko,Edwards's Fig-Parrot,Fauna,,
ecites_species_2193,Animalia,Reptilia,Phelsuma antanosy,II,Antanosy Day Gecko,Salvadori's Fig-Parrot,Fauna,,
ecites_species_2194,Animalia,Reptilia,Phelsuma astriata,II,Seychelles Day Gecko,"Grey Parrot, Jacquot",Fauna,,
ecites_species_2195,Animalia,Reptilia,Phelsuma barbouri,II,Barbour's Day Gecko,Goldie's Lorikeet,Fauna,,
ecites_species_2196,Animalia,Reptilia,Phelsuma borbonica,II,RÌ©union Day Gecko,Blue-rumped Parrot,Fauna,,
ecites_species_2197,Animalia,Reptilia,Phelsuma cepediana,II,"Blue-tailed Day Gecko, Mauritius Greater Day Gecko",King-of-Saxony Bird-of-paradise,Fauna,,
ecites_species_2198,Animalia,Reptilia,Phelsuma comorensis,II,Comoro Day Gecko,"Darwin's Rhea, Lesser Rhea, Puna Rhea",Fauna,,
ecites_species_2199,Animalia,Reptilia,Phelsuma dubia,II,"Bright-eyed Day Gecko, Dull-green Day Gecko, Zanzibar Day Gecko",Chestnut-eared Aracari,Fauna,,
ecites_species_2200,Animalia,Reptilia,Phelsuma edwardnewtonii,II,Rodrigues Day Gecko,Green Aracari,Fauna,,
ecites_species_2201,Animalia,Reptilia,Phelsuma flavigularis,II,Yellow-throated Day Gecko,"Giant Brazilian Otter, Giant Otter",Fauna,,
ecites_species_2202,Animalia,Reptilia,Phelsuma gigas,II,Giant Day Gecko,Great Sapphirewing,Fauna,,
ecites_species_2203,Animalia,Reptilia,Phelsuma grandis,II,Madagascar Giant Day Gecko,Aldabra Flying-fox,Fauna,,
ecites_species_2204,Animalia,Reptilia,Phelsuma guentheri,II,Round Island Day Gecko,"Black Flying-fox, Central Flying-fox",Fauna,,
ecites_species_2205,Animalia,Reptilia,Phelsuma guimbeaui,II,"Mauritius Day Gecko, Mauritius Lowland Forest Day Gecko","Vanuatu Flying-fox, White Flying-fox",Fauna,,
ecites_species_2206,Animalia,Reptilia,Phelsuma guttata,II,"Speckled Day Gecko, Spotted Day Gecko",Aru Flying-fox,Fauna,,
ecites_species_2207,Animalia,Reptilia,Phelsuma inexpectata,II,RÌ©union Day Gecko,"Ambon Flying-fox, Moluccan Flying-fox",Fauna,,
ecites_species_2208,Animalia,Reptilia,Phelsuma klemmeri,II,Klemmer's Day Gecko,Spectacled Flying-fox,Fauna,,
ecites_species_2209,Animalia,Reptilia,Phelsuma kochi,II,Koch's Giant Day Gecko,Ryukyu Flying-fox,Fauna,,
ecites_species_2210,Animalia,Reptilia,Phelsuma laticauda,II,"Flat-tailed Day Gecko, Gold-dust Day Gecko",Nicobar Flying-fox,Fauna,,
ecites_species_2211,Animalia,Reptilia,Phelsuma lineata,II,"Lined Day Gecko, Side-striped Day Gecko, Striped Day Gecko",Banks Flying-fox,Fauna,,
ecites_species_2212,Animalia,Reptilia,Phelsuma madagascariensis,II,Madagascar Day Gecko,Indian Flying-fox,Fauna,,
ecites_species_2213,Animalia,Reptilia,Phelsuma modesta,II,Modest Day Gecko,Ontong Java Flying-fox,Fauna,,
ecites_species_2214,Animalia,Reptilia,Phelsuma mutabilis,II,Thick-tailed Day Gecko,"Small Flying-fox, Variable Flying-fox",Fauna,,
ecites_species_2215,Animalia,Reptilia,Phelsuma nigristriata,II,Island Day Gecko,"Chuuk Flying-fox, Ruck Flying-fox",Fauna,,
ecites_species_2216,Animalia,Reptilia,Phelsuma ornata,II,Ornate Day Gecko,Andersen's Flying-fox,Fauna,,
ecites_species_2217,Animalia,Reptilia,Phelsuma parkeri,II,"Parker's Day Gecko, Pemba Day Gecko",Kei Flying-fox,Fauna,,
ecites_species_2218,Animalia,Reptilia,Phelsuma pasteuri,II,Pasteur's Day Gecko,Comoro Black Flying-fox,Fauna,,
ecites_species_2219,Animalia,Reptilia,Phelsuma pronki,II,Pronk's Day Gecko,Lombok Flying-fox,Fauna,,
ecites_species_2220,Animalia,Reptilia,Phelsuma pusilla,II,Dwarf Day Gecko,"Japanese Flying-fox, Okinawa Flying-fox",Fauna,,
ecites_species_2221,Animalia,Reptilia,Phelsuma quadriocellata,II,"Four-spot Day Gecko, Peacock Day Gecko",Lyle's Flying-fox,Fauna,,
ecites_species_2222,Animalia,Reptilia,Phelsuma robertmertensi,II,Mertens's Day Gecko,"Lesser Flying-fox, Sanborn's Flying-fox",Fauna,,
ecites_species_2223,Animalia,Reptilia,Phelsuma rosagularis,II,Mauritius Lowland Forest Day Gecko,Black-bearded Flying-fox,Fauna,,
ecites_species_2224,Animalia,Reptilia,Phelsuma seippi,II,Seipp's Day Gecko,"Black-eared Flying-fox, Christmas Island Flying-fox",Fauna,,
ecites_species_2225,Animalia,Reptilia,Phelsuma serraticauda,II,"Fan-tailed Day Gecko, Serrated Day Gecko","Caroline Flying-fox, Pohnpei Flying-fox",Fauna,,
ecites_species_2226,Animalia,Reptilia,Phelsuma standingi,II,"Banded Day Gecko, Standing's Day Gecko","Bismarck Flying-fox, Great Flying-fox",Fauna,,
ecites_species_2227,Animalia,Reptilia,Phelsuma sundbergi,II,"La-Digue Day Gecko, Seychelles Giant Day Gecko",Greater Mascarene Flying-fox,Fauna,,
ecites_species_2228,Animalia,Reptilia,Phelsuma v-nigra,II,Boettger's Day Gecko,"Seram Flying-fox, Seram Fruit Bat",Fauna,,
ecites_species_2229,Animalia,Aves,Phigys solitarius,II,Collared Lory,Ornate Flying-fox,Fauna,,
ecites_species_2230,Animalia,Mammalia,Philantomba monticola,II,Blue Duiker,Palau Flying-fox,Fauna,,
ecites_species_2231,Animalia,Aves,Phlogophilus harterti,II,Peruvian Piedtail,"Masked Flying-fox, Masked Fruit Bat",Fauna,,
ecites_species_2232,Animalia,Aves,Phlogophilus hemileucurus,II,Ecuadorian Piedtail,"Large Palau Flying-fox, Palau Fruit Bat",Fauna,,
ecites_species_2233,Animalia,Aves,Phodilus badius,II,"Bay Owl, Common Bay-Owl, Oriental Bay-Owl",Geelvink Bay Flying-fox,Fauna,,
ecites_species_2234,Animalia,Aves,Phodilus prigoginei,II,"African Bay Owl, Congo Bay-Owl, Itombwe Owl",Grey-headed Flying-fox,Fauna,,
ecites_species_2235,Animalia,Aves,Phoebastria albatrus,I,"Black-footed Albatross, Short-tailed Albatross, Steller's Albatross","Bonin Flying-fox, Bonin Fruit Bat",Fauna,,
ecites_species_2236,Animalia,Aves,Phoeniconaias minor,II,Lesser Flamingo,Little Golden-mantled Flying-fox,Fauna,,
ecites_species_2237,Animalia,Aves,Phoenicoparrus andinus,II,Andean Flamingo,Solomons Flying-fox,Fauna,,
ecites_species_2238,Animalia,Aves,Phoenicoparrus jamesi,II,"James's Flamingo, Puna Flamingo",Rennell Flying-fox,Fauna,,
ecites_species_2239,Animalia,Aves,Phoenicopteridae,II,Flamingos,"Rodrigues Flying-fox, Rodrigues Fruit Bat",Fauna,,
ecites_species_2240,Animalia,Aves,Phoenicopterus chilensis,II,Chilean Flamingo,"Madagascar Flying-fox, Madagascar Fruit Bat",Fauna,,
ecites_species_2241,Animalia,Aves,Phoenicopterus ruber,II,"American Flamingo, Caribbean Flamingo",Samoan Flying-fox,Fauna,,
ecites_species_2242,Animalia,Aves,Phonygammus keraudrenii,II,"Trumpetbird, Trumpet Manucode",Little Red Flying-fox,Fauna,,
ecites_species_2243,Animalia,Reptilia,Phrynosoma cerroense,II,Cedros Island Horned Lizard,Philippine Grey Flying-fox,Fauna,,
ecites_species_2244,Animalia,Reptilia,Phrynosoma coronatum,II,Coast Horned Lizard,"Dark Flying-fox, Lesser Mascarene Flying-fox",Fauna,,
ecites_species_2245,Animalia,Amphibia,Phyllobates aurotaenia,II,Kokoe Poison Frog,"Guam Flying-fox, Guam Fruit Bat",Fauna,,
ecites_species_2246,Animalia,Amphibia,Phyllobates bicolor,II,"Black-legged Poison Frog, Two-toned Poison Frog","Insular Flying-fox, Pacific Flying-fox",Fauna,,
ecites_species_2247,Animalia,Amphibia,Phyllobates lugubris,II,Lovely Poison Frog,Vanikoro Flying-fox,Fauna,,
ecites_species_2248,Animalia,Amphibia,Phyllobates terribilis,II,Golden Poison Frog,Kosrae Flying-fox,Fauna,,
ecites_species_2249,Animalia,Amphibia,Phyllobates vittatus,II,"Golfodulcean Poison Frog, Orange-and-black Poison Frog",Large Flying-fox,Fauna,,
ecites_species_2250,Animalia,Aves,Picathartes gymnocephalus,I,"Bare-headed Rockfowl, White-necked Picathartes, White-necked Rockfowl, Yellow-headed Rockfowl",New Caledonia Flying-fox,Fauna,,
ecites_species_2251,Animalia,Aves,Picathartes oreas,I,"Grey-necked Picathartes, Grey-necked Rockfowl, Red-headed Rockfowl",Pemba Flying-fox,Fauna,,
ecites_species_2252,Animalia,Mammalia,Piliocolobus badius,II,"Red Colobus, Western Red Colobus","Dwarf Flying-fox, Least Flying-fox, Least Fruit Bat",Fauna,,
ecites_species_2253,Animalia,Mammalia,Piliocolobus foai,II,Central African Red Colobus,Yap Flying-fox,Fauna,,
ecites_species_2254,Animalia,Mammalia,Piliocolobus gordonorum,II,Uzungwa Red Colobus,Pen-tailed Treeshrew,Fauna,,
ecites_species_2255,Animalia,Mammalia,Piliocolobus kirkii,I,"Kirk's Colobus, Kirk's Red Colobus, Zanzibar Red Colobus",Southern White-faced Owl,Fauna,,
ecites_species_2256,Animalia,Mammalia,Piliocolobus pennantii,II,"Eastern Red Colobus, Pennant's Red Colobus",White-faced Scops-Owl,Fauna,,
ecites_species_2257,Animalia,Mammalia,Piliocolobus preussi,II,"Preuss's Colobus, Preuss's Red Colobus",Eastern Riflebird,Fauna,,
ecites_species_2258,Animalia,Mammalia,Piliocolobus rufomitratus,I,Tana River Red Colobus,Magnificent Riflebird,Fauna,,
ecites_species_2259,Animalia,Mammalia,Piliocolobus tephrosceles,II,Ugandan Red Colobus,Paradise Riflebird,Fauna,,
ecites_species_2260,Animalia,Mammalia,Piliocolobus tholloni,II,Thollon's Red Colobus,"Queen Victoria's Riflebird, Victoria's Riflebird",Fauna,,
ecites_species_2261,Animalia,Aves,Pionites leucogaster,II,"Green-thighed parrot, White-bellied Caique, White-bellied Parrot","Common Rat Snake, Dhaman, Oriental Rat Snake",Fauna,,
ecites_species_2262,Animalia,Aves,Pionites melanocephalus,II,"Black-headed Caique, Black-headed Parrot",Koklass Pheasant,Fauna,,
ecites_species_2263,Animalia,Aves,Pionopsitta aurantiocephala,II,Bald Parrot,Northern Pudu,Fauna,,
ecites_species_2264,Animalia,Aves,Pionopsitta barrabandi,II,"Barraband's Parrot, Orange-cheeked Parrot","Chilean Pudu, Southern Pudu",Fauna,,
ecites_species_2265,Animalia,Aves,Pionopsitta caica,II,Caica Parrot,"Tawny-browed Owl, White-chinned Owl",Fauna,,
ecites_species_2266,Animalia,Aves,Pionopsitta haematotis,II,Brown-hooded Parrot,"Band-bellied Owl, Band-tailed Owl, Rusty-barred Owl",Fauna,,
ecites_species_2267,Animalia,Aves,Pionopsitta pileata,I,"Pileated Parrot, Red-capped Parrot",Spectacled Owl,Fauna,,
ecites_species_2268,Animalia,Aves,Pionopsitta pulchra,II,"Beautiful Parrot, Rose-faced Parrot","Cougar, Deer Tiger, Mountain Lion, Puma, Red Tiger",Fauna,,
ecites_species_2269,Animalia,Aves,Pionopsitta pyrilia,II,Saffron-headed Parrot,"Central American Puma, Costa Rican Puma",Fauna,,
ecites_species_2270,Animalia,Aves,Pionopsitta vulturina,II,Vulturine Parrot,"Eastern Cougar, Eastern Panther, Eastern Puma, Florida Cougar, Florida Panther, Florida Puma",Fauna,,
ecites_species_2271,Animalia,Aves,Pionus chalcopterus,II,Bronze-winged Parrot,"Eyra Cat, Jaguarundi",Fauna,,
ecites_species_2272,Animalia,Aves,Pionus fuscus,II,Dusky Parrot,"Pileated Parakeet, Red-capped Parrot",Fauna,,
ecites_species_2273,Animalia,Aves,Pionus maximiliani,II,Scaly-headed Parrot,"Straw-crowned Bulbul, Straw-headed Bulbul",Fauna,,
ecites_species_2274,Animalia,Aves,Pionus menstruus,II,"Blue-headed Parrot, Red-vented Parrot",Grey-shanked Douc Langur,Fauna,,
ecites_species_2275,Animalia,Aves,Pionus senilis,II,"White-capped Parrot, White-crowned Parrot","Douc, Douc Langur, Douc Monkey, Red-shanked Douc Langur",Fauna,,
ecites_species_2276,Animalia,Aves,Pionus sordidus,II,Red-billed Parrot,Black-shanked Douc Langur,Fauna,,
ecites_species_2277,Animalia,Aves,Pionus tumultuosus,II,Plum-crowned Parrot,"White-breasted Parakeet, White-necked Conure, White-necked Parakeet",Fauna,,
ecites_species_2278,Animalia,Aves,Pipile jacutinga,I,"Black-fronted Curassow, Black-fronted Piping-Guan","PerijÌÁ Parakeet, Todd's Parakeet",Fauna,,
ecites_species_2279,Animalia,Aves,Pipile pipile,I,"Trinidad Piping-Guan, Trinidad White-headed Curassow, Trinidad White-headed Piping Guan","Brown-breasted Parakeet, Flame-winged Conure, Flame-winged Parakeet",Fauna,,
ecites_species_2280,Animalia,Mammalia,Pithecia aequatorialis,II,Equatorial Saki,"Blue-chested Parakeet, Blue-throated Parakeet, Ochre-marked Parakeet, Red-eared Conure",Fauna,,
ecites_species_2281,Animalia,Mammalia,Pithecia albicans,II,"Black-and-white Saki, Buffy Saki, White Saki","Blaze-winged Conure, Blaze-winged Parakeet",Fauna,,
ecites_species_2282,Animalia,Mammalia,Pithecia chrysocephala,II,"Buffy Saki, Pale-headed Saki, White-faced Saki",Azuero Parakeet,Fauna,,
ecites_species_2283,Animalia,Mammalia,Pithecia inusta,II,"Monk Saki, Red-bearded Saki","Grey-breasted Conure, Grey-breasted Parakeet",Fauna,,
ecites_species_2284,Animalia,Mammalia,Pithecia irrorata,II,Bald-faced Saki,"Blood-eared Parakeet, Red-breasted Conure, Red-eared Parakeet",Fauna,,
ecites_species_2285,Animalia,Mammalia,Pithecia milleri,II,"Monk Saki, Red-bearded Saki","Pearly Conure, Pearly Parakeet",Fauna,,
ecites_species_2286,Animalia,Mammalia,Pithecia monachus,II,"Monk Saki, Red-bearded Saki","Maroon-tailed Conure, Maroon-tailed Parakeet",Fauna,,
ecites_species_2287,Animalia,Mammalia,Pithecia pithecia,II,"Buffy Saki, Pale-headed Saki, White-faced Saki",Amazon Red-fronted Parakeet,Fauna,,
ecites_species_2288,Animalia,Mammalia,Pithecia vanzolinii,II,Bald-faced Saki,"Pfrimer's Conure, Pfrimer's Parakeet",Fauna,,
ecites_species_2289,Animalia,Aves,Pithecophaga jefferyi,I,"Great Philippine Eagle, Monkey-eating Eagle, Philippine Eagle","Painted Conure, Painted Parakeet",Fauna,,
ecites_species_2290,Animalia,Aves,Pitta guajana,II,"Banded Pitta, Blue-tailed Pitta","Rose-crowned Conure, Rose-headed Conure, Rose-headed Parakeet",Fauna,,
ecites_species_2291,Animalia,Aves,Pitta gurneyi,I,"Black-breasted Pitta, Gurney's Pitta","Black-capped Conure, Black-capped Parakeet, Rock Parakeet",Fauna,,
ecites_species_2292,Animalia,Aves,Pitta kochi,I,"Koch's Pitta, Whiskered Pitta",SinÌ¼ Parakeet,Fauna,,
ecites_species_2293,Animalia,Aves,Pitta nympha,II,"Chinese pitta, Fairy Pitta","Santa Marta Conure, Santa Marta Parakeet",Fauna,,
ecites_species_2294,Animalia,Aves,Platalea leucorodia,II,"Eurasian Spoonbill, Spoonbill, White Spoonbill",Palau Owl,Fauna,,
ecites_species_2295,Animalia,Aves,Platycercus adscitus,II,"Mealy Rosella, Pale-headed Rosella",Angolan Python,Fauna,,
ecites_species_2296,Animalia,Aves,Platycercus caledonicus,II,"Green Rosella, Tasmanian Rosella",Burmese python,Fauna,,
ecites_species_2297,Animalia,Aves,Platycercus elegans,II,"Crimson Rosella, Pennant's Parakeet",Borneo Short-tailed Python,Fauna,,
ecites_species_2298,Animalia,Aves,Platycercus eximius,II,"Eastern Rosella, Golden-mantled Rosella",Blood Python,Fauna,,
ecites_species_2299,Animalia,Aves,Platycercus icterotis,II,"Stanley Parakeet, Western Rosella",Sumatran Short-tailed Python,Fauna,,
ecites_species_2300,Animalia,Aves,Platycercus venustus,II,Northern Rosella,Pythons,Fauna,,
ecites_species_2301,Animalia,Mammalia,Platyrrhinus lineatus,III,"White-lined Bat, White-lined Broad-nosed Bat","Asiatic Rock Python, Burmese Python, Tiger Python",Fauna,,
ecites_species_2302,Animalia,Reptilia,Platysternon megacephalum,I,Big-Headed Turtle,Indian Python,Fauna,,
ecites_species_2303,Animalia,Reptilia,Podarcis lilfordi,II,"Balearic Lizard, Lilford's Wall Lizard",Southern African Python,Fauna,,
ecites_species_2304,Animalia,Reptilia,Podarcis pityusensis,II,Ibiza Wall Lizard,"Ball Python, Royal Python",Fauna,,
ecites_species_2305,Animalia,Aves,Podilymbus gigas,I,"Atitlan Grebe, Giant Grebe, Giant Pied-billed Grebe","Java Rock Python, Regal Python, Reticulated Python",Fauna,,
ecites_species_2306,Animalia,Reptilia,Podocnemis erythrocephala,II,"Red-headed Amazon River Turtle, Red-headed River Turtle, Red-headed Sideneck","African Python, African Rock Python",Fauna,,
ecites_species_2307,Animalia,Reptilia,Podocnemis expansa,II,"Arrau, Giant South American Turtle, South American River Turtle, Tartaruga",Timor Python,Fauna,,
ecites_species_2308,Animalia,Reptilia,Podocnemis lewyana,II,"Magdalena River Turtle, Rio Magdalena River Turtle",Spider Tortoise,Fauna,,
ecites_species_2309,Animalia,Reptilia,Podocnemis sextuberculata,II,"Six-tubercled Amazon River Turtle, Six-tubercled River Turtle","Flat-backed Spider Tortoise, Flat-shelled Spider Tortoise, Madagascar Flat-shelled Tortoise, Malagasy Flat-tailed Tortoise",Fauna,,
ecites_species_2310,Animalia,Reptilia,Podocnemis unifilis,II,"Yellow-headed Sideneck, Yellow-spotted River Turtle, Yellow-spotted Sideneck Turtle",Yangtze Softshell Turtle,Fauna,,
ecites_species_2311,Animalia,Reptilia,Podocnemis vogli,II,"Llanos Sideneck Turtle, Savanna Sideneck Turtle",Red-breasted Toucan,Fauna,,
ecites_species_2312,Animalia,Aves,Poicephalus crassus,II,Niam-niam Parrot,Toco Toucan,Fauna,,
ecites_species_2313,Animalia,Aves,Poicephalus cryptoxanthus,II,Brown-headed Parrot,Red-billed Toucan,Fauna,,
ecites_species_2314,Animalia,Aves,Poicephalus flavifrons,II,Yellow-fronted Parrot,Channel-billed Toucan,Fauna,,
ecites_species_2315,Animalia,Aves,Poicephalus fuscicollis,II,"Brown-necked Parrot, Cape Parrot",Saw-billed Hermit,Fauna,,
ecites_species_2316,Animalia,Aves,Poicephalus gulielmi,II,"Jardine's Parrot, Red-crowned Parrot, Red-fronted Parrot",Black-backed Thornbill,Fauna,,
ecites_species_2317,Animalia,Aves,Poicephalus meyeri,II,"Brown Parrot, Meyer's Parrot",Purple-backed Thornbill,Fauna,,
ecites_species_2318,Animalia,Aves,Poicephalus robustus,II,"Brown-necked Parrot, Cape Parrot",Red-headed Poison Frog,Fauna,,
ecites_species_2319,Animalia,Aves,Poicephalus rueppellii,II,RÌ_ppell's Parrot,Mimic Poison Frog,Fauna,,
ecites_species_2320,Animalia,Aves,Poicephalus rufiventris,II,"African Orange-bellied Parrot, Red-bellied Parrot","Red-backed Poison Frog, Reticulated Poison Frog",Fauna,,
ecites_species_2321,Animalia,Aves,Poicephalus senegalus,II,Senegal Parrot,Biolat Poison Frog,Fauna,,
ecites_species_2322,Animalia,Aves,Polemaetus bellicosus,II,Martial Eagle,Brazilian Poison Frog,Fauna,,
ecites_species_2323,Animalia,Aves,Polihierax insignis,II,"Fielden's Falconet, White-rumped Falcon, White-rumped Falconet",Zimmermann's Poison Frog,Fauna,,
ecites_species_2324,Animalia,Aves,Polihierax semitorquatus,II,"African Pygmy Falcon, Pygmy Falcon",Amazonian Poison Frog,Fauna,,
ecites_species_2325,Animalia,Aves,Polyboroides radiatus,II,"Madagascar Gymnogene, Madagascar Harrier-Hawk","Cream-coloured Giant Squirrel, Pale Giant Squirrel",Fauna,,
ecites_species_2326,Animalia,Aves,Polyboroides typus,II,"African Gymnogene, African Harrier-Hawk, Gymnogene",Black Giant Squirrel,Fauna,,
ecites_species_2327,Animalia,Aves,Polyonymus caroli,II,Bronze-tailed Comet,Indian Giant Squirrel,Fauna,,
ecites_species_2328,Animalia,Aves,Polyplectron bicalcaratum,II,"Common Peacock-Pheasant, Grey Peacock-Pheasant, Iris Peacock-Pheasant","Grizzled Giant Squirrel, Sri Lankan Giant Squirrel",Fauna,,
ecites_species_2329,Animalia,Aves,Polyplectron germaini,II,Germain's Peacock-Pheasant,"Prickly Chameleon, Rosette-nosed Chameleon, Spiny Chameleon",Fauna,,
