id,s_kingdom,s_class,name,s_current_listing,s_english_name1,s_english_name2,s_type,s_order,s_family
ecites_species_2330,Animalia,Aves,Polyplectron malacense,II,"Crested Peacock-Pheasant, Malayan Peacock-Pheasant","Common Rhea, Greater Rhea",Fauna,,
ecites_species_2331,Animalia,Aves,Polyplectron napoleonis,I,"Napoleon's Peacock-Pheasant, Palawan Peacock-Pheasant","Crested Argus, Ocellated Pheasant",Fauna,,
ecites_species_2332,Animalia,Aves,Polyplectron schleiermacheri,II,Bornean Peacock-Pheasant,"Javan Rhinoceros, Lesser One-horned Rhinoceros",Fauna,,
ecites_species_2333,Animalia,Aves,Polytelis alexandrae,II,"Alexandra's Parrot, Princess of Wales Parakeet, Princess Parrot","Greater One-horned Rhinoceros, Great Indian Rhinoceros",Fauna,,
ecites_species_2334,Animalia,Aves,Polytelis anthopeplus,II,"Regent Parrot, Rock Pebbler",Tonkin Snub-nosed Monkey,Fauna,,
ecites_species_2335,Animalia,Aves,Polytelis swainsonii,II,"Barraband Parakeet, Green Leek Parrot, Superb Parrot",Yunnan Snub-nosed Monkey,Fauna,,
ecites_species_2336,Animalia,Aves,Polytmus guainumbi,II,White-tailed Goldenthroat,"Brelich's Snub-nosed Monkey, Grey Snub-nosed Monkey, Guizhou Snub-nosed Monkey",Fauna,,
ecites_species_2337,Animalia,Aves,Polytmus milleri,II,Tepui Goldenthroat,"Golden Snub-nosed Monkey, Sichuan Snub-nosed Monkey",Fauna,,
ecites_species_2338,Animalia,Aves,Polytmus theresiae,II,Green-tailed Goldenthroat,Helmeted Hornbill,Fauna,,
ecites_species_2339,Animalia,Mammalia,Pongo abelii,I,Sumatran Orangutan,Pink-headed Duck,Fauna,,
ecites_species_2340,Animalia,Mammalia,Pongo pygmaeus,I,"Bornean Orangutan, Orang-utan",Oasis Hummingbird,Fauna,,
ecites_species_2341,Animalia,Mammalia,Potos flavus,III,Kinkajou,"Namaqua Day Gecko, Ocellated Day Gecko, Spotted Day Gecko",Fauna,,
ecites_species_2342,Animalia,Mammalia,Presbytis chrysomelas,II,"Sarawak Leaf Monkey, Sarawak Surili",Maroon-fronted Parrot,Fauna,,
ecites_species_2343,Animalia,Mammalia,Presbytis comata,II,"Grizzled Leaf Monkey, Java Leaf Monkey, Javan Surili",Kagu,Fauna,,
ecites_species_2344,Animalia,Mammalia,Presbytis femoralis,II,"Banded Langur, Banded Leaf Monkey, Banded Surili","Sumba Hornbill, Sumba Wreathed Hornbill",Fauna,,
ecites_species_2345,Animalia,Mammalia,Presbytis frontata,II,"White-faced Langur, White-fronted Langur, White-fronted Leaf Monkey",Narcondam Hornbill,Fauna,,
ecites_species_2346,Animalia,Mammalia,Presbytis hosei,II,"Grey Leaf Monkey, Hose's Langur, Hose's Leaf Monkey","Kokomo, New Guinea Hornbill, New Guinea Wreathed Hornbill, Papuan Hornbill, Plicated Hornbill",Fauna,,
ecites_species_2347,Animalia,Mammalia,Presbytis melalophos,II,"Mitred Leaf Monkey, Sumatran Surili","Blyth's Hornbill, Blyth's Wreathed Hornbill, Burmese Hornbill, Plain-pouched Hornbill, Plain-pouched Wreathed Hornbill",Fauna,,
ecites_species_2348,Animalia,Mammalia,Presbytis natunae,II,"Natuna Islands Leaf Monkey, Natuna Island Surili","Bar-pouched Wreathed Hornbill, Bar-throated Wreathed Hornbill, Northern Waved Hornbill, Wreathed Hornbill",Fauna,,
ecites_species_2349,Animalia,Mammalia,Presbytis potenziani,I,"Long-tailed Langur, Mentawai Langur, Mentawai Leaf Monkey",Volcano Rabbit,Fauna,,
ecites_species_2350,Animalia,Mammalia,Presbytis rubicunda,II,"Maroon Langur, Maroon Leaf Monkey",Slender-billed Kite,Fauna,,
ecites_species_2351,Animalia,Mammalia,Presbytis siamensis,II,"White-thighed Leaf Monkey, White-thighed Surili","Everglade Kite, Snail Kite",Fauna,,
ecites_species_2352,Animalia,Mammalia,Presbytis thomasi,II,"Thomas's Langur, Thomas's Leaf Monkey","Barasingha, Swamp Deer",Fauna,,
ecites_species_2353,Animalia,Aves,Primolius auricollis,II,"Golden-collared Macaw, Yellow-collared Macaw","Brow-antlered Deer, Eld's Deer, Thamin",Fauna,,
ecites_species_2354,Animalia,Aves,Primolius couloni,I,Blue-headed Macaw,Highland Mangabey,Fauna,,
ecites_species_2355,Animalia,Aves,Primolius maracana,I,"Blue-winged Macaw, Illiger's Macaw","Abruzzo Chamois, Apennine Chamois",Fauna,,
ecites_species_2356,Animalia,Mammalia,Priodontes maximus,I,Giant Armadillo,"Andean Cock-of-the-rock, Peruvian Cock-of-the-rock, Red Cock-of-the-rock, Scarlet Cock-of-the-rock",Fauna,,
ecites_species_2357,Animalia,Mammalia,Prionailurus bengalensis,I/II,Leopard Cat,"Common Cock-of-the-Rock, Guianan Cock-of-the-rock, Orange Cock-of-the-rock, Smaller Cock-of-the-rock",Fauna,,
ecites_species_2358,Animalia,Mammalia,Prionailurus bengalensis bengalensis,I/II,Bengal Leopard Cat,"Iranian Mastigure, Iranian Spiny-tailed Lizard",Fauna,,
ecites_species_2359,Animalia,Mammalia,Prionailurus iriomotensis,II,Iriomote Cat,"Hardwick's Spiny-tailed Lizard, Indian Mastigure",Fauna,,
ecites_species_2360,Animalia,Mammalia,Prionailurus planiceps,I,Flat-headed Cat,"Mesopotamian Mastigure, Mesopotamian Spiny-tailed Lizard",Fauna,,
ecites_species_2361,Animalia,Mammalia,Prionailurus rubiginosus,I/II,Rusty-spotted Cat,Beale's Eyed Turtle,Fauna,,
ecites_species_2362,Animalia,Mammalia,Prionailurus viverrinus,II,Fishing Cat,Chinese False-eyed Turtle,Fauna,,
ecites_species_2363,Animalia,Aves,Prioniturus discurus,II,"Blue-crowned Racquet-tail, Palawan Racket-tailed Parrot",Four-eyed Turtle,Fauna,,
ecites_species_2364,Animalia,Aves,Prioniturus flavicans,II,"Yellow-breasted Racquet-tail, Yellowish-breasted Racquet-tail",Secretarybird,Fauna,,
ecites_species_2365,Animalia,Aves,Prioniturus luconensis,II,"Green-crowned Racket-tailed Parrot, Green-headed Racket-tailed Parrot, Green Racquet-tail","Bare-faced Tamarin, Pied Tamarin",Fauna,,
ecites_species_2366,Animalia,Aves,Prioniturus mada,II,Buru Racquet-tail,"Brown-headed Tamarin, Rio Napo Tamarin, Saddle-back Tamarin",Fauna,,
ecites_species_2367,Animalia,Aves,Prioniturus montanus,II,"Luzon Racquet-tail, Montane Racquet-tail","Cotton-top Marmoset, Geoffroy's Tamarin, Liszt Monkey, Pinche Marmoset, Rufous-naped Tamarin",Fauna,,
ecites_species_2368,Animalia,Aves,Prioniturus platenae,II,Blue-headed Racquet-tail,Graells's Black-mantled Tamarin,Fauna,,
ecites_species_2369,Animalia,Aves,Prioniturus platurus,II,Golden-mantled Racquet-tail,Emperor Tamarin,Fauna,,
ecites_species_2370,Animalia,Aves,Prioniturus verticalis,II,Blue-winged Racquet-tail,"Dusky Tamarin, Mottle-faced Tamarin",Fauna,,
ecites_species_2371,Animalia,Mammalia,Prionodon linsang,II,Banded Linsang,"Geoffroy's Tamarin, Red-bellied Tamarin, Red-chested Tamarin, White-lipped Tamarin",Fauna,,
ecites_species_2372,Animalia,Mammalia,Prionodon pardicolor,I,"Spotted Linsang, Tiger Civet",White-footed Tamarin,Fauna,,
ecites_species_2373,Animalia,Aves,Probosciger aterrimus,I,Palm Cockatoo,Martins's Bare-faced Tamarin,Fauna,,
ecites_species_2374,Animalia,Mammalia,Procolobus verus,II,"Olive Colobus, Van Beneden's Colobus",White-mantled Tamarin,Fauna,,
ecites_species_2375,Animalia,Mammalia,Profelis aurata,II,"African Golden Cat, Golden Cat","Negro Tamarin, Red-handed Tamarin",Fauna,,
ecites_species_2376,Animalia,Mammalia,Prolemur simus,I,"Broad-nosed Gentle Lemur, Greater Bamboo Lemur",Moustached Tamarin,Fauna,,
ecites_species_2377,Animalia,Mammalia,Propithecus coquereli,I,Coquerel's Sifaka,Black Tamarin,Fauna,,
ecites_species_2378,Animalia,Mammalia,Propithecus deckenii,I,Van der Decken's Sifaka,"Black-and-red Tamarin, Black-mantled Tamarin",Fauna,,
ecites_species_2379,Animalia,Mammalia,Propithecus diadema,I,Diademed Sifaka,"Cotton-headed Tamarin, Cotton-top Tamarin",Fauna,,
ecites_species_2380,Animalia,Mammalia,Propithecus edwardsi,I,Milne-Edwards's Sifaka,Red-capped Moustached Tamarin,Fauna,,
ecites_species_2381,Animalia,Mammalia,Propithecus perrieri,I,Perrier's Sifaka,Golden-mantled Saddle-back Tamarin,Fauna,,
ecites_species_2382,Animalia,Mammalia,Propithecus tattersalli,I,"Golden-crowned Sifaka, Tattersall's Sifaka","Saiga, Saiga Antelope",Fauna,,
ecites_species_2383,Animalia,Mammalia,Propithecus verreauxi,I,Verreaux's Sifaka,Black-headed Squirrel Monkey,Fauna,,
ecites_species_2384,Animalia,Aves,Prosopeia personata,II,Masked Shining-Parrot,Common Squirrel Monkey,Fauna,,
ecites_species_2385,Animalia,Aves,Prosopeia splendens,II,Crimson Shining-Parrot,"Central American Squirrel Monkey, Red-backed Squirrel Monkey",Fauna,,
ecites_species_2386,Animalia,Aves,Prosopeia tabuensis,II,Red Shining-Parrot,Golden-backed Squirrel Monkey,Fauna,,
ecites_species_2387,Animalia,Mammalia,Proteles cristata,III,Aardwolf,Blackish Squirrel Monkey,Fauna,,
ecites_species_2388,Animalia,Reptilia,Psammobates geometricus,I,Geometric Tortoise,Yellow Tegu,Fauna,,
ecites_species_2389,Animalia,Reptilia,Psammobates oculifer,II,"African Serrated Tortoise, Kuhl's Tortoise, Serrated Star Tortoise, Serrated Tent Tortoise, Toothed Cape Tortoise",Argentine Black and White Tegu,Fauna,,
ecites_species_2390,Animalia,Reptilia,Psammobates tentorius,II,"African Tent Tortoise, South African Tent Tortoise","Argentine Tegu, Red Tegu",Fauna,,
ecites_species_2391,Animalia,Aves,Psephotus chrysopterygius,I,Golden-shouldered Parrot,"Madagascar Tree Boa, Sanzinia",Fauna,,
ecites_species_2392,Animalia,Aves,Psephotus dissimilis,I,Hooded Parrot,Red-tailed Comet,Fauna,,
ecites_species_2393,Animalia,Aves,Psephotus haematonotus,II,Red-rumped Parrot,"Asian Black Vulture, Asian King Vulture, Indian Black Vulture, Indian King Vulture, Pondicherry Vulture, Red-headed Vulture",Fauna,,
ecites_species_2394,Animalia,Aves,Psephotus pulcherrimus,I,"Beautiful Parakeet, Paradise Parrot",King Vulture,Fauna,,
ecites_species_2395,Animalia,Aves,Psephotus varius,II,"Many-coloured Parakeet, Mulga Parrot","African Comb Duck, Comb Duck, Knob-billed Goose",Fauna,,
ecites_species_2396,Animalia,Reptilia,Pseudemydura umbrina,I,"Western Short-necked Turtle, Western Swamp Turtle","Piebald Chuckwalla, San Esteban Island Chuckwalla",Fauna,,
ecites_species_2397,Animalia,Aves,Pseudeos fuscata,II,Dusky Lory,Red Rain Frog,Fauna,,
ecites_species_2398,Animalia,Aves,Pseudochelidon sirintarae,I,White-eyed River-martin,Marbled rain frog,Fauna,,
ecites_species_2399,Animalia,Reptilia,Pseudocordylus langi,II,"Lang's Crag Lizard, Lang's Girdled Lizard",Wedge-billed Hummingbird,Fauna,,
ecites_species_2400,Animalia,Reptilia,Pseudocordylus melanotus,II,Highveld Crag Lizard,Deppe's Squirrel,Fauna,,
ecites_species_2401,Animalia,Reptilia,Pseudocordylus microlepidotus,II,"Eastern Cape Crag Lizard, Western Cape Crag Lizard",Vermiculated Fishing-Owl,Fauna,,
ecites_species_2402,Animalia,Reptilia,Pseudocordylus spinosus,II,"Prickly Girdled Lizard, Spiny Crag Lizard",Pel's Fishing-Owl,Fauna,,
ecites_species_2403,Animalia,Reptilia,Pseudocordylus subviridis,II,Drakensberg Crag Lizard,Rufous Fishing-Owl,Fauna,,
ecites_species_2404,Animalia,Reptilia,Pseudocordylus transvaalensis,II,Northern Crag Lizard,Glow-throated Hummingbird,Fauna,,
ecites_species_2405,Animalia,Mammalia,Pseudois nayaur,III,Bharal,"Cerise-throated Hummingbird, Heliotrope-throated Hummingbird, Volcano Hummingbird",Fauna,,
ecites_species_2406,Animalia,Mammalia,Pseudomys fieldi praeconis,I,Shark Bay Mouse,Broad-tailed Hummingbird,Fauna,,
ecites_species_2407,Animalia,Mammalia,Pseudopotto martini,II,"False Potto, Martin's Potto",Rufous Hummingbird,Fauna,,
ecites_species_2408,Animalia,Mammalia,Pseudoryx nghetinhensis,I,"Saola, Vu Quang Ox",Allen's Hummingbird,Fauna,,
ecites_species_2409,Animalia,Aves,Pseudoscops clamator,II,Striped Owl,Scintillant Hummingbird,Fauna,,
ecites_species_2410,Animalia,Aves,Pseudoscops grammicus,II,Jamaican Owl,Spot-billed Toucanet,Fauna,,
ecites_species_2411,Animalia,Aves,Psilopsiagon aurifrons,II,"Golden-fronted Parakeet, Mountain Parakeet",Twelve-wired Bird-of-paradise,Fauna,,
ecites_species_2412,Animalia,Aves,Psilopsiagon aymara,II,"Grey-hooded Parakeet, Sierra Parakeet","Standardwing, Standard-wing Bird-of-paradise, Wallace's Standardwing",Fauna,,
ecites_species_2413,Animalia,Aves,Psittacella brehmii,II,Brehm's Tiger-Parrot,Kashmir Grey Langur,Fauna,,
ecites_species_2414,Animalia,Aves,Psittacella madaraszi,II,Madarasz's Tiger-Parrot,Southern Plains Grey Langur,Fauna,,
ecites_species_2415,Animalia,Aves,Psittacella modesta,II,Modest Tiger-Parrot,"Common Langur, Entellus Langur, Grey Langur, Hanuman Langur, Northern Plains Grey Langur, True Langur",Fauna,,
ecites_species_2416,Animalia,Aves,Psittacella picta,II,Painted Tiger-Parrot,Tarai Grey Langur,Fauna,,
ecites_species_2417,Animalia,Aves,Psittacula alexandri,II,"Moustached Parakeet, Red-breasted Parakeet",Black-footed Grey Langur,Fauna,,
ecites_species_2418,Animalia,Aves,Psittacula calthorpae,II,"Emerald-collared Parakeet, Layard's Parakeet",Tufted Grey Langur,Fauna,,
ecites_species_2419,Animalia,Aves,Psittacula caniceps,II,"Blyth's Parakeet, Nicobar Parakeet",Nepal Grey Langur,Fauna,,
ecites_species_2420,Animalia,Aves,Psittacula columboides,II,Malabar Parakeet,Toucan Barbet,Fauna,,
ecites_species_2421,Animalia,Aves,Psittacula cyanocephala,II,Plum-headed Parakeet,Juan FernÌÁndez Firecrown,Fauna,,
ecites_species_2422,Animalia,Aves,Psittacula derbiana,II,Derbyan Parakeet,Green-backed Firecrown,Fauna,,
ecites_species_2423,Animalia,Aves,Psittacula echo,I,"Mauritius Parakeet, Mauritius Ring-necked Parakeet","Chinese Crocodile Lizard, Chinese Xenosaur",Fauna,,
ecites_species_2424,Animalia,Aves,Psittacula eupatria,II,Alexandrine Parakeet,Black Marsh Turtle,Fauna,,
ecites_species_2425,Animalia,Aves,Psittacula finschii,II,Grey-headed Parakeet,"Leyte Pond Turtle, Palawan Forest Turtle, Philippine Pond Turtle",Fauna,,
ecites_species_2426,Animalia,Aves,Psittacula himalayana,II,Slaty-headed Parakeet,"Mentawi Islands Snub-nosed Langur, Pagai Island Langur, Pig-tailed Langur",Fauna,,
ecites_species_2427,Animalia,Aves,Psittacula intermedia,II,"Intermediate Parakeet, Rothschild's Parakeet",Waterberg Girdled Lizard,Fauna,,
ecites_species_2428,Animalia,Aves,Psittacula krameri,NC,"Ring-necked Parakeet, Rose-ringed Parakeet","Giant Girdled Lizard, Giant Spiny-tailed Lizard, Giant Zonure, Sungazer",Fauna,,
ecites_species_2429,Animalia,Aves,Psittacula longicauda,II,"Long-tailed Parakeet, Pink-cheeked Parakeet",Regal Girdled Lizard,Fauna,,
ecites_species_2430,Animalia,Aves,Psittacula roseata,II,Blossom-headed Parakeet,Van Dam's Girdled Lizard,Fauna,,
ecites_species_2431,Animalia,Aves,Psittaculirostris desmarestii,II,"Desmarest's Fig-Parrot, Golden-headed Fig-Parrot, Large Fig-Parrot","Long-tailed Dunnart, Long-tailed Marsupial-Mouse, Long-tailed Sminthopsis",Fauna,,
ecites_species_2432,Animalia,Aves,Psittaculirostris edwardsii,II,Edwards's Fig-Parrot,"Large Desert Marsupial-Mouse, Sandhill Dunnart, Sandhill Sminthopsis",Fauna,,
ecites_species_2433,Animalia,Aves,Psittaculirostris salvadorii,II,Salvadori's Fig-Parrot,"Bush Dog, Savannah Dog",Fauna,,
ecites_species_2434,Animalia,Aves,Psittacus erithacus,I,"Grey Parrot, Jacquot","African Penguin, Black-footed Penguin, Jackass Penguin",Fauna,,
ecites_species_2435,Animalia,Aves,Psitteuteles goldiei,II,Goldie's Lorikeet,"Humboldt Penguin, Peruvian Penguin",Fauna,,
ecites_species_2436,Animalia,Aves,Psitteuteles iris,II,"Iris Lorikeet, Iris Lory","Beak-head, Brother Islands Tuatara, Cook Strait Tuatara, Sphenodon, Tuatara",Fauna,,
ecites_species_2437,Animalia,Aves,Psitteuteles versicolor,II,Varied Lorikeet,"Mexican Hairy Dwarf Porcupine, Mexican Tree Porcupine",Fauna,,
ecites_species_2438,Animalia,Aves,Psittinus cyanurus,II,Blue-rumped Parrot,"Orange-spined Hairy Dwarf Porcupine, Paraguay Hairy Dwarf Porcupine, Spiny Tree Porcupine",Fauna,,
ecites_species_2439,Animalia,Aves,Psittrichas fulgidus,II,"Pesquet's Parrot, Vulturine Parrot",Admiralty Cuscus,Fauna,,
ecites_species_2440,Animalia,Aves,Pteridophora alberti,II,King-of-Saxony Bird-of-paradise,"Common Spotted Cuscus, Short-tailed Spotted Cuscus, Spotted Phalanger",Fauna,,
ecites_species_2441,Animalia,Aves,Pterocnemia pennata,I/II,"Darwin's Rhea, Lesser Rhea, Puna Rhea",Waigeo Cuscus,Fauna,,
ecites_species_2442,Animalia,Aves,Pteroglossus aracari,II,Black-necked Aracari,"Andaman Dark Serpent-Eagle, Andaman Serpent-Eagle, Dark Serpent-Eagle",Fauna,,
ecites_species_2443,Animalia,Aves,Pteroglossus castanotis,III,Chestnut-eared Aracari,"Kinabalu Serpent-Eagle, Mountain Serpent-eagle",Fauna,,
ecites_species_2444,Animalia,Aves,Pteroglossus viridis,II,Green Aracari,Nicobar Serpent Eagle,Fauna,,
ecites_species_2445,Animalia,Mammalia,Pteronura brasiliensis,I,"Giant Brazilian Otter, Giant Otter","Celebes Serpent-Eagle, Sulawesi Serpent-Eagle",Fauna,,
ecites_species_2446,Animalia,Aves,Pterophanes cyanopterus,II,Great Sapphirewing,Cassin's Hawk-Eagle,Fauna,,
ecites_species_2447,Animalia,Mammalia,Pteropus admiralitatum,II,Admiralty Flying-fox,Blyth's Hawk-Eagle,Fauna,,
ecites_species_2448,Animalia,Mammalia,Pteropus aldabrensis,II,Aldabra Flying-fox,Javan Hawk-Eagle,Fauna,,
ecites_species_2449,Animalia,Mammalia,Pteropus alecto,II,"Black Flying-fox, Central Flying-fox","Changeable Hawk-Eagle, Crested Hawk-Eagle, Sunda Hawk-Eagle",Fauna,,
ecites_species_2450,Animalia,Mammalia,Pteropus anetianus,II,"Vanuatu Flying-fox, White Flying-fox",Sulawesi Hawk-Eagle,Fauna,,
ecites_species_2451,Animalia,Mammalia,Pteropus aruensis,II,Aru Flying-fox,Wallace's Hawk-Eagle,Fauna,,
ecites_species_2452,Animalia,Mammalia,Pteropus caniceps,II,"Ashy-headed Flying-fox, North Moluccan Flying-fox",Ornate Hawk-Eagle,Fauna,,
ecites_species_2453,Animalia,Mammalia,Pteropus capistratus,II,Bismarck Masked Flying-fox,Philippine Hawk-Eagle,Fauna,,
ecites_species_2454,Animalia,Mammalia,Pteropus chrysoproctus,II,"Ambon Flying-fox, Moluccan Flying-fox","Black Hawk-Eagle, Tyrant Hawk-Eagle",Fauna,,
ecites_species_2455,Animalia,Mammalia,Pteropus cognatus,II,Makira Flying-fox,Black-and-white Hawk-Eagle,Fauna,,
ecites_species_2456,Animalia,Mammalia,Pteropus conspicillatus,II,Spectacled Flying-fox,"Spot-winged Falcon, Spot-winged Falconet",Fauna,,
ecites_species_2457,Animalia,Mammalia,Pteropus dasymallus,II,Ryukyu Flying-fox,Calliope Hummingbird,Fauna,,
ecites_species_2458,Animalia,Mammalia,Pteropus faunulus,II,Nicobar Flying-fox,"African Crowned Eagle, Crowned Eagle, Crowned Hawk-Eagle",Fauna,,
ecites_species_2459,Animalia,Mammalia,Pteropus fundatus,II,Banks Flying-fox,Plovercrest,Fauna,,
ecites_species_2460,Animalia,Mammalia,Pteropus giganteus,II,Indian Flying-fox,Violet-chested Hummingbird,Fauna,,
ecites_species_2461,Animalia,Mammalia,Pteropus gilliardorum,II,"Gilliard's Flying-fox, New Britain Flying-fox","Leopard Tortoise, Mountain Tortoise",Fauna,,
ecites_species_2462,Animalia,Mammalia,Pteropus griseus,II,Grey Flying-fox,Rufous-banded Owl,Fauna,,
ecites_species_2463,Animalia,Mammalia,Pteropus howensis,II,Ontong Java Flying-fox,"Tawny Owl, Tawny Wood-Owl",Fauna,,
ecites_species_2464,Animalia,Mammalia,Pteropus hypomelanus,II,"Small Flying-fox, Variable Flying-fox","Desert Owl, Hume's Owl, Hume's Tawny Owl, Hume's Wood-Owl",Fauna,,
ecites_species_2465,Animalia,Mammalia,Pteropus insularis,I,"Chuuk Flying-fox, Ruck Flying-fox",Chaco Owl,Fauna,,
ecites_species_2466,Animalia,Mammalia,Pteropus intermedius,II,Andersen's Flying-fox,Fulvous Owl,Fauna,,
ecites_species_2467,Animalia,Mammalia,Pteropus keyensis,II,Kei Flying-fox,Rusty-barred Owl,Fauna,,
ecites_species_2468,Animalia,Mammalia,Pteropus leucopterus,II,White-winged Flying-fox,Brown Wood-Owl,Fauna,,
ecites_species_2469,Animalia,Mammalia,Pteropus livingstonii,II,Comoro Black Flying-fox,"Great Grey Owl, Grey Owl, Lapland Owl, Lapp Owl",Fauna,,
ecites_species_2470,Animalia,Mammalia,Pteropus lombocensis,II,Lombok Flying-fox,Spotted Owl,Fauna,,
ecites_species_2471,Animalia,Mammalia,Pteropus loochoensis,I,"Japanese Flying-fox, Okinawa Flying-fox",Mottled Wood-Owl,Fauna,,
ecites_species_2472,Animalia,Mammalia,Pteropus lylei,II,Lyle's Flying-fox,Rufous-legged Owl,Fauna,,
ecites_species_2473,Animalia,Mammalia,Pteropus macrotis,II,"Big-eared Flying-fox, Large-eared Flying-fox",Spotted Wood-Owl,Fauna,,
ecites_species_2474,Animalia,Mammalia,Pteropus mahaganus,II,"Lesser Flying-fox, Sanborn's Flying-fox",Ural Owl,Fauna,,
ecites_species_2475,Animalia,Mammalia,Pteropus mariannus,I,"Marianas Flying-fox, Micronesian Flying-fox",Barred Owl,Fauna,,
ecites_species_2476,Animalia,Mammalia,Pteropus melanopogon,II,Black-bearded Flying-fox,Mottled Owl,Fauna,,
ecites_species_2477,Animalia,Mammalia,Pteropus melanotus,II,"Black-eared Flying-fox, Christmas Island Flying-fox","African Wood-Owl, Woodford's Owl",Fauna,,
